dataset,heuristic,model,method,optimization,prefix_length,idx,desired_nr_of_cfs,generated_cfs,time_train,time_test,runtime,distance_l2,distance_mad,distance_j,distance_h,distance_l1j,distance_l2j,distance_mh,distance_l2_min,distance_mad_min,distance_j_min,distance_h_min,distance_l1j_min,distance_l2j_min,distance_mh_min,distance_l2_max,distance_mad_max,distance_j_max,distance_h_max,distance_l1j_max,distance_l2j_max,distance_mh_max,diversity_l2,diversity_mad,diversity_j,diversity_h,diversity_l2j,diversity_mh,diversity_l2_min,diversity_mad_min,diversity_j_min,diversity_h_min,diversity_l2j_min,diversity_mh_min,diversity_l2_max,diversity_mad_max,diversity_j_max,diversity_h_max,diversity_l2j_max,diversity_mh_max,count_diversity_cont,count_diversity_cate,count_diversity_all,avg_nbr_changes_per_cf,avg_nbr_changes,implausibility_sum,implausibility_max_nbr_cf,implausibility_nbr_cf,sat_score
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf,baseline,20,1,15,15,0.059942,29.162205,29.222147,0.0,0.0,0.4466666666666667,0.4466666666666667,0.42539682539682544,0.42539682539682544,0.42539682539682544,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.0,0.0,0.5185213032581454,0.518095238095238,0.4938298126268051,0.4934240362811791,0.0,0.0,0.2,0.2,0.19047619047619047,0.19047619047619047,0.0,0.0,0.65,0.65,0.6190476190476191,0.6190476190476191,0.0,0.11513227513227513,0.11513227513227513,4.466666666666667,0.2126984126984127,6.700000000000001,0.4466666666666667,0.4466666666666667,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf,baseline,20,1,20,20,0.059942,28.543823,28.603765,0.0,0.0,0.2875,0.2875,0.2738095238095238,0.2738095238095238,0.2738095238095238,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.4,0.4,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.0,0.0,0.3601108033240998,0.36000000000000004,0.342962669832476,0.34285714285714286,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.55,0.55,0.5238095238095238,0.5238095238095238,0.0,0.08142857142857143,0.08142857142857143,2.875,0.13690476190476192,5.749999999999999,0.2875,0.2875,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf,baseline,20,2,5,5,0.059942,10.221328,10.28127,0.0,0.0,0.31000000000000005,0.31000000000000005,0.2952380952380953,0.2952380952380953,0.2952380952380953,0.0,0.0,0.25,0.25,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.30999999999999994,0.30999999999999994,0.2952380952380952,0.2952380952380952,0.0,0.0,0.2,0.2,0.19047619047619047,0.19047619047619047,0.0,0.0,0.4,0.4,0.38095238095238093,0.38095238095238093,0.0,0.05904761904761905,0.05904761904761905,3.1,0.14761904761904762,2.7,0.54,0.54,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf,baseline,20,2,10,10,0.059942,20.794185,20.854127,0.0,0.0,0.38499999999999995,0.38499999999999995,0.3666666666666666,0.3666666666666666,0.3666666666666666,0.0,0.0,0.3,0.3,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.4,0.4,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.0,0.0,0.46324236517218975,0.46111111111111114,0.44118320492589497,0.43915343915343913,0.0,0.0,0.15789473684210525,0.15,0.15037593984962405,0.14285714285714285,0.0,0.0,0.6,0.6,0.5714285714285714,0.5714285714285714,0.0,0.0988095238095238,0.0988095238095238,3.85,0.18333333333333332,5.3999999999999995,0.5399999999999999,0.5399999999999999,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf,baseline,20,2,15,15,0.059942,28.016528,28.07647,0.0,0.0,0.4033333333333334,0.4033333333333334,0.38412698412698415,0.38412698412698415,0.38412698412698415,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.0,0.0,0.4961904761904762,0.4961904761904762,0.47256235827664395,0.47256235827664395,0.0,0.0,0.2,0.2,0.19047619047619047,0.19047619047619047,0.0,0.0,0.65,0.65,0.6190476190476191,0.6190476190476191,0.0,0.11026455026455026,0.11026455026455026,4.033333333333333,0.19206349206349208,8.45,0.5633333333333332,0.5633333333333332,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf,baseline,20,2,20,20,0.059942,29.827847,29.887788999999998,0.0,0.0,0.25249999999999995,0.25249999999999995,0.2404761904761904,0.2404761904761904,0.2404761904761904,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3571052631578947,0.3571052631578947,0.34010025062656635,0.34010025062656635,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.55,0.55,0.5238095238095238,0.5238095238095238,0.0,0.08077380952380953,0.08077380952380953,2.525,0.12023809523809524,7.55,0.3775,0.3775,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,xgboost,genetic_ltlf,baseline,20,1,5,5,0.040964,8.974689,9.015653,0.0,0.0,0.51,0.51,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.55,0.55,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.0,0.0,0.45552631578947367,0.45,0.43383458646616535,0.42857142857142855,0.0,0.0,0.25,0.25,0.23809523809523808,0.23809523809523808,0.0,0.0,0.6,0.6,0.5714285714285714,0.5714285714285714,0.0,0.08571428571428572,0.08571428571428572,5.1,0.24285714285714285,2.55,0.51,0.51,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,xgboost,genetic_ltlf,baseline,20,1,10,10,0.040964,22.733556,22.77452,0.0,0.0,0.52,0.52,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.55,0.55,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.0,0.0,0.5019103313840156,0.4866666666666667,0.4780098394133482,0.4634920634920635,0.0,0.0,0.21052631578947367,0.2,0.20050125313283207,0.19047619047619047,0.0,0.0,0.65,0.65,0.6190476190476191,0.6190476190476191,0.0,0.10428571428571429,0.10428571428571429,5.2,0.24761904761904763,5.199999999999999,0.5199999999999999,0.5199999999999999,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,xgboost,genetic_ltlf,baseline,20,1,15,15,0.040964,28.545682,28.586646,0.0,0.0,0.4766666666666667,0.4766666666666667,0.45396825396825397,0.45396825396825397,0.45396825396825397,0.0,0.0,0.3,0.3,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5,0.5,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.0,0.0,0.5249746916310383,0.5109523809523809,0.499975896791465,0.4866213151927437,0.0,0.0,0.2631578947368421,0.25,0.2506265664160401,0.23809523809523808,0.0,0.0,0.65,0.65,0.6190476190476191,0.6190476190476191,0.0,0.11354497354497355,0.11354497354497355,4.766666666666667,0.22698412698412698,7.15,0.4766666666666667,0.4766666666666667,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,xgboost,genetic_ltlf,baseline,20,1,20,20,0.040964,34.122209,34.163173,0.0,0.0,0.31999999999999995,0.31999999999999995,0.3047619047619047,0.3047619047619047,0.3047619047619047,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.3919963608712183,0.39026315789473687,0.37332986749639835,0.3716791979949875,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.6,0.6,0.5714285714285714,0.5714285714285714,0.0,0.08827380952380952,0.08827380952380952,3.2,0.1523809523809524,6.399999999999999,0.31999999999999995,0.31999999999999995,1.0
